ID,SMILES
97,CC(=O)N1CC[C@H]2CC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)NC(c3ccccc3)c3ccccc3)N2C(=O)[C@@H](NC(=O)c2cc3cc(C(F)(F)P(=O)(O)O)ccc3[nH]2)C1
98,CC(=O)N1CC[C@H]2CC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)NCc3ccccc3)N2C(=O)[C@@H](NC(=O)c2cc3cc(C(F)(F)P(=O)(O)O)ccc3[nH]2)C1
99,CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CC[C@@H]2CCN(C(C)=O)C[C@H](NC(=O)c3cc4cc(C(F)(F)P(=O)(O)O)ccc4[nH]3)C(=O)N12
100,CC(=O)N1CC[C@H]2CC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)NC(c3ccccc3)c3ccccc3)N2C(=O)[C@@H](NC(=O)c2cc3cc(OP(=O)(O)O)ccc3[nH]2)C1
101,CC(=O)N1CC[C@H]2CC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)NC(c3ccccc3)c3ccccc3)N2C(=O)[C@@H](NC(=O)c2cc3cc(CP(=O)(O)O)ccc3[nH]2)C1
102,CC(=O)N1CC[C@H]2CC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)NC(c3ccccc3)c3ccccc3)N2C(=O)[C@@H](NC(=O)/C=C(\C)c2ccc(C(F)(F)P(=O)(O)O)cc2)C1
103,CNC(=O)c1ccc(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)cc1
104,Cc1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1
105,Cc1ccc(S(=O)CC(C)(O)C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)cc1
106,Cc1ccc(C(=O)N[C@H]2C(C)(C)[C@H](Oc3ccc(C#N)c(Cl)c3)C2(C)C)cc1
107,Cc1ccc(Cc2c(C)nn(-c3ccc(C#N)c(Cl)c3)c2C)cc1
108,C=CC(=O)N1CCN(c2ncnc3c(F)c(-c4cc(O)cc5ccccc45)c(Cl)cc23)CC1
109,COc1ccccc1S(=O)(=O)Nc1ccc2c3c(cccc13)C(=O)N2C
110,O=C(C[C@H]1C2=NN=C(N2C3=C(C(C4=CC=C(C=C4)Cl)=N1)C(C)=C(S3)C)C)OC(C)(C)C
111,FC1=CC(I)=CC=C1NC(N2C)=C(NS(C3=CC=CC=C3)(=O)=O)C=C(C)C2=O
112,C=CC(=O)N1CCC[C@H](C1)N2C3=C(C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=NC=N3)N
113,CC1=NOC(C)=C1C2=CC=C3C(C(C4=CC=CC=C4)NC(N3C)=O)=C2
114,C1(=CC=C(C=C1)C2=C(CC(CC2)(C)C)CN3CCN(CC3)C4=CC=C(C=C4)C(=O)N[S](C5=CC=C(C(=C5)[S](C(F)(F)F)(=O)=O)NC(CCN6CCNCC6)CSC7=CC=CC=C7)(=O)=O)Cl
115,OC(C=C1)=CC=C1NC2=NC(NC3=CC4=C(C=CC=C4)C=N3)=CC=N2
116,OC(C=C1)=CC=C1NC2=NC(NC3=NNC(C)=C3)=CC=N2
117,NC1=C2C(NN=C2C3=CC=CC=C3)=NC=N1
118,O=S(C1=CC2=C(C=C1)N=CC=C2NC(C=C3)=CC4=C3SC=N4)(C(C)(C)C)=O
119,CC[N]CCOc1ccc(/C(c2ccc(O)cc2)=C(c3ccccc3)/CC)cc1
120,C=CC(N1C[C@H](N(CC1)C2=NC(N(C3=C2C=C(C(C4=C(C=CC=C4F)O)=N3)F)C5=C(C=CN=C5C(C)C)C)=O)C)=O
121,O=C(N(CC)C1=O)N(C2CC2)C3=C1C=C(C(N)=O)C(N)=N3
122,CCN(C(N1CC)=O)C(C2=C1N=C(C(C(N)=O)=C2)N)=O
123,O=S(NCCNC1=NON=C1/C(NC2=CC(Br)=C(F)C=C2)=N/O)(N)=O
124,O=C(NC1=CC=CC=C1N)C2=CC=C(NC(C)=O)C=C2
125,O=C(C1=C2C=C(C(C)=O)O1)C3=CC=CC=C3C2=O
126,ClC1=C(C=CC=C1NC(C)=O)SC2=NC=C(N=C2N)N3CCC(C)(CC3)N
127,ClC1=CC=C(C2=N[C@H](C3=NN=C(N3C4=C2C(C)=C(S4)C)C)CC(OC(C)(C)C)=O)C=C1
128,O=C(O)C1=CC=C(C2=CC3=C(N(C(C)=O)[C@@H](C)C[C@H]3NC4=CC=C(Cl)C=C4)C=C2)C=C1
129,O=C(NCC1=CC=C(C2=C(C)N=CS2)C=C1)[C@H]3N(C([C@H](C(C)(C)C)N)=O)C[C@H](O)C3
130,O=C(NCC1=CC=C(C2=C(C)N=CS2)C=C1)[C@@H]3N(C([C@@H](C(C)(C)C)NC(C4(C#N)CC4)=O)=O)C[C@@H](O)C3
131,O=C(C1=CC=C2C(N=C(NC3=CC=CC(Cl)=C3)C4=C2C=NC=C4)=C1)O
132,NC1=CC=CC2=C1C(N(C2=O)C3CCC(NC3=O)=O)=O
133,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1
134,O=C([C@H]1N(C([C@@H](NC(C2(F)CC2)=O)C(C)(C)C)=O)C[C@H](O)C1)NCC3=CC=C(C4=C(C)N=CS4)C=C3O
135,O=C(N/N=C/C1=CC=C(OC)C=C1)CCCCCCC(NO)=O
136,O=C(N(CCCC)CC1=CC=C(C(NO)=O)C=C1)NC2=CC=CC=C2
137,COC1=C(C=C(C(N(CCN(C)C)C)=C1)NC(C=C)=O)NC2=NC=CC(C3=CN(C4=C3C=CC=C4)C)=N2
138,FC1=CC=C(C2=CC=C(C(O)=O)C=C2N3CCC(C4=C(C)N=CN4)CC3)C=C1C
139,N#CC[C@@H]1N(C(C(F)=C)=O)CCN(C2=C3C(CN(C4=C5C(Cl)=CC=CC5=CC=C4)CC3)=NC(OC[C@H]6N(C)CCC6)=N2)C1
140,CC1=CC=C2C(SC(C3=CC=C(NC)C=C3)=N2)=C1
141,CN(C)C1=CC=C(/N=N/C2=NC3=C(S2)C=C(OC)C=C3)C=C1
142,O=S(C1=CC=CC=C1NC2=NC(NC3=CC(C)=C(C4CCNCC4)C=C3OC(C)C)=NC=C2Cl)(C(C)C)=O
143,CC(C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N4CCNCC4)N=C2N(C5CCCC5)C1=O)=O
144,O=C(C1=CC2=CN=C(NC3=NC=C(N4CCNCC4)C=C3)N=C2N1C5CCCC5)N(C)C
145,CCN(CC1)CCN1CC(C=C2)=CN=C2NC3=NC=C(C(C4=CC(F)=C(N=C5C)C(N5C(C)C)=C4)=N3)F
146,CS(=O)(N(C)C1=NC=CC=C1CNC2=NC(NC3=CC4=C(NC(C4)=O)C=C3)=NC=C2C(F)(F)F)=O
147,CNC(C(C=C1)=CC=C1NC2=NC(NCC3=C(N(C)S(C)(=O)=O)N=CC=N3)=C(C(F)(F)F)C=N2)=O
148,O=S(N(C)C1=NC=CC=C1CNC2=NC(NC3=CC(CC(N4)=O)=C4C=C3)=C(C(F)(F)F)C=N2)(C)=O
149,O=C(NC1=NC=CS1)C(N(CC2=C3C=C(C4=CN=C(N5CCNCC5)C=C4)C=C2)C3=O)C6=CC=CC=C6
150,O=C(NC1=NC=CS1)C(C2=CC(F)=CC=C2O)N(CC3=C4C=C(C5=CC=C(N6CCNCC6)C=C5)C=C3)C4=O
151,O=C(NC1=NC=CS1)C(N(CC2=C3C=C(C4=CC=C(N5CCNCC5)C=C4)C=C2)C3=O)C6=CC(F)=CC=C6F
152,O=C(C(C1=CC=CC=C1)N(C2=O)CC3=C2C=C(C=C3)C4=CC=C(C=C4)N5CCNCC5)NC6=NC=CS6
153,CC(/C=C/C=C(/C=C/C1=C(CCCC(C)1C)C)C)=C\C(O)=O
154,CC(C)(C1=CC(C(/C=C/C(C=C2)=CC=C2C(O)=O)=O)=CC(C(C)(C)C)=C1)C
155,OC(C=C1)=CC(CC[C@@]2([H])[C@]3([H])CC4)=C1[C@@]2([H])CC[C@]3(C)C4=O
156,O[C@H]1CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(CC[C@]4(C)[C@@]3([H])CC[C@]12C)=O
157,OC1=CC=C(/C(C2=CC=C(OCCNC)C=C2)=C(C3=CC=CC=C3)\CC)C=C1
158,CCS(=O)(NC1=CC=C(C(C2=CN(C(C3=C2C=CN3)=O)C)=C1)OC4=CC=C(C=C4F)F)=O
159,FC(C1=NC2=CC=CC=C2N1C3=NC(N4CCOCC4)=NC(N5CCOCC5)=N3)F
160,O=P([O-])OC[C@@H]1O[C@H](N2C=NC3=C2N=C(N)NC3=O)[C@@H](O)[C@H]1O
161,O[C@H]1[C@@H](O[C@@H]([C@H]1O)N2C3=C(C(NC(N)=N3)=O)[N+](CC4=CC=CC=C4)=C2)COP(O)=O
